komentar;label;;;;;;;;;;;;;;;;;;;;;
eh ya allah mingyu ra eling@anndy;0;;;;;;;;;;;;;;;;;;;;;
gausah godain kita beda 13 tahun;0;;;;;;;;;;;;;;;;;;;;;
jangan godain aku kalo ujungnya gak bersama;0;;;;;;;;;;;;;;;;;;;;;
INIIII TUHHH PELETTTTNYA!!;0;;;;;;;;;;;;;;;;;;;;;
sengaja bgt biar dinotis aku;0;;;;;;;;;;;;;;;;;;;;;
Mingyu melet gw kepelet🔥💋;0;;;;;;;;;;;;;;;;;;;;;
ga pernah sesuka ini sama pragos;0;;;;;;;;;;;;;;;;;;;;;
jangan melet nanti aku kepelet mas;0;;;;;;;;;;;;;;;;;;;;;
"kalo orangnya jelek udh dibully abis""an itu";0;;;;;;;;;;;;;;;;;;;;;
setiap live kalo ga ngeluarin lidah grasak grusuk manja😭😭;1;;;;;;;;;;;;;;;;;;;;;
"mon maap tapi pas liat lidahnya jadi keinget kerang kalo mau berpindah tempat, dia pake otot semacem lidah gitu dan gerakannya sama kyk ini 😭 coba search aja ""seashell's tongue"" GUE LANGSUNG MERINDING SHSHSH 😭";0;;;;;;;;;;;;;;;;;;;;;
keep it inside�;1;;;;;;;;;;;;;;;;;;;;;
melet melet gitu bikin aku kepepet ajaa!!;0;;;;;;;;;;;;;;;;;;;;;
duh;0;;;;;;;;;;;;;;;;;;;;;
MANTEP BGT..;0;;;;;;;;;;;;;;;;;;;;;
pantes ga konser di indo 😔;0;;;;;;;;;;;;;;;;;;;;;
Damnnn Carats are so thirsty… (it’s me I’m carats);1;;;;;;;;;;;;;;;;;;;;;
HE KNEW IT HE KNEW IT HE KNEW IT;0;;;;;;;;;;;;;;;;;;;;;
My therapist will hear about how i become a delusional again (Just like the cowgirl pov);1;;;;;;;;;;;;;;;;;;;;;
MINGYU WHAT WAS THE REASON!?!?!?!!;0;;;;;;;;;;;;;;;;;;;;;
oww i have things to say...;0;;;;;;;;;;;;;;;;;;;;;
Stop it I miss him😔;0;;;;;;;;;;;;;;;;;;;;;
BYE THE CAPTION IS SO REAL;0;;;;;;;;;;;;;;;;;;;;;
this edit makes me scream fr😳;0;;;;;;;;;;;;;;;;;;;;;
I discovered this man too lateeeeee😭;0;;;;;;;;;;;;;;;;;;;;;
THATS ALLL I NEEEDDD;0;;;;;;;;;;;;;;;;;;;;;
Miss him so bad;0;;;;;;;;;;;;;;;;;;;;;
i wanna save hex with him;1;;;;;;;;;;;;;;;;;;;;;
what's a queen bed without its king? [proud];1;;;;;;;;;;;;;;;;;;;;;
coklat plis sama kulit kayak nya lebih beuh😭🙏😔;0;;;;;;;;;;;;;;;;;;;;;
hukum menikahi Choi San?;0;;;;;;;;;;;;;;;;;;;;;
udah di tahap pengen San..🧎🏻‍♀️;1;;;;;;;;;;;;;;;;;;;;;
astaghfirullah mantap;1;;;;;;;;;;;;;;;;;;;;;
dang;0;;;;;;;;;;;;;;;;;;;;;
durasinya emg lama yah?;0;;;;;;;;;;;;;;;;;;;;;
if I speak I'll be in jail. locked up.;0;;;;;;;;;;;;;;;;;;;;;
@BP AND BTS DEFENDER @✩꠹卂ᦔ乇✩ @Natalia the caption is quite literally me 😀;0;;;;;;;;;;;;;;;;;;;;;
@Tozuu🫶🏾 my digital footprint bout to be in SHAMBLES;0;;;;;;;;;;;;;;;;;;;;;
this is where I draw the line;0;;;;;;;;;;;;;;;;;;;;;
justcreamed;1;;;;;;;;;;;;;;;;;;;;;
ate and left me shaking;1;;;;;;;;;;;;;;;;;;;;;
hukum menjilat choi san;1;;;;;;;;;;;;;;;;;;;;;
@Brunella <3 the thoughts r running wild rn.;1;;;;;;;;;;;;;;;;;;;;;
me on top;1;;;;;;;;;;;;;;;;;;;;;
itu apa?kok ganteng;0;;;;;;;;;;;;;;;;;;;;;
gantengnya aku 🥰😻;0;;;;;;;;;;;;;;;;;;;;;
Yoh;0;;;;;;;;;;;;;;;;;;;;;
meu;0;;;;;;;;;;;;;;;;;;;;;
wait a minute;0;;;;;;;;;;;;;;;;;;;;;
beh mantap;1;;;;;;;;;;;;;;;;;;;;;
Hay mis chinos😍😍;0;;;;;;;;;;;;;;;;;;;;;
i mean every single word @Σελίν;0;;;;;;;;;;;;;;;;;;;;;
I want him back brooo😭@🌻;0;;;;;;;;;;;;;;;;;;;;;
He actually looks so cute tho🥺🥺;0;;;;;;;;;;;;;;;;;;;;;
girl dinner;1;;;;;;;;;;;;;;;;;;;;;
sahur pake mingyu;1;;;;;;;;;;;;;;;;;;;;;
all night all night all night all night;;;;;;;;;;;;;;;;;;;;;;
goddess;1;;;;;;;;;;;;;;;;;;;;;
I want that tongue;1;;;;;;;;;;;;;;;;;;;;;
bias wreking me so hard;0;;;;;;;;;;;;;;;;;;;;;
jiwa ngokop ku meronta-ronta;1;;;;;;;;;;;;;;;;;;;;;
I love your tongue;1;;;;;;;;;;;;;;;;;;;;;
yk what fuck it ima repost it;0;;;;;;;;;;;;;;;;;;;;;
infokan cara di kokop mingyu;1;;;;;;;;;;;;;;;;;;;;;
lezat;1;;;;;;;;;;;;;;;;;;;;;
tenang gyu aku jago kok main lida*;1;;;;;;;;;;;;;;;;;;;;;
I wanna be rider;1;;;;;;;;;;;;;;;;;;;;;
GAWDDDDDDDDDD;0;;;;;;;;;;;;;;;;;;;;;
our dinner;1;;;;;;;;;;;;;;;;;;;;;
it's like im on a ride;1;;;;;;;;;;;;;;;;;;;;;
hukum menaiki mingyu menurut kak gem;1;;;;;;;;;;;;;;;;;;;;;
I need to be hospitalized;0;;;;;;;;;;;;;;;;;;;;;
Don't we all have smth inappropiate to say;1;;;;;;;;;;;;;;;;;;;;;
I need cpr;0;;;;;;;;;;;;;;;;;;;;;
I promise y'all I'm not thingking of anything;0;;;;;;;;;;;;;;;;;;;;;
hukum menaiki mingyu;1;;;;;;;;;;;;;;;;;;;;;
oh my god I'm gna say smth wild;1;;;;;;;;;;;;;;;;;;;;;
I want him;0;;;;;;;;;;;;;;;;;;;;;
I like the view sir;0;;;;;;;;;;;;;;;;;;;;;
Yehaw;0;;;;;;;;;;;;;;;;;;;;;
i just barked irl;1;;;;;;;;;;;;;;;;;;;;;
im visioning im riding him rn;1;;;;;;;;;;;;;;;;;;;;;
gila emg;0;;;;;;;;;;;;;;;;;;;;;
pov you're a cowgirl;1;;;;;;;;;;;;;;;;;;;;;
ga kebayang kalo ke tindihan san;1;;;;;;;;;;;;;;;;;;;;;
bingung  mau pilih mingyu apa san;0;;;;;;;;;;;;;;;;;;;;;
bahu selebar itu kalo bukan aku yang nyender siapa lagi;0;;;;;;;;;;;;;;;;;;;;;
ini asli atau paksu??;0;;;;;;;;;;;;;;;;;;;;;
ga tahan aku mas;1;;;;;;;;;;;;;;;;;;;;;
ganteng banget kaya bisa dimiliki ajah;0;;;;;;;;;;;;;;;;;;;;;
godaan yang wajib digodain;0;;;;;;;;;;;;;;;;;;;;;
"TikTok really said ""for you""";0;;;;;;;;;;;;;;;;;;;;;
aduh gantengnya;0;;;;;;;;;;;;;;;;;;;;;
my husband;0;;;;;;;;;;;;;;;;;;;;;
mau naik mingyu;1;;;;;;;;;;;;;;;;;;;;;
bukan nya genit;0;;;;;;;;;;;;;;;;;;;;;
CAKEP BANGETT;0;;;;;;;;;;;;;;;;;;;;;
in mingyu I trust;0;;;;;;;;;;;;;;;;;;;;;
my type.;0;;;;;;;;;;;;;;;;;;;;;
wait something's off;0;;;;;;;;;;;;;;;;;;;;;
I found ur papa;0;;;;;;;;;;;;;;;;;;;;;
raw I mean aww;1;;;;;;;;;;;;;;;;;;;;;
I'm hungry now;0;;;;;;;;;;;;;;;;;;;;;
duh sayang;0;;;;;;;;;;;;;;;;;;;;;
something is off oh mb it's my clothes;1;;;;;;;;;;;;;;;;;;;;;
raw juseyo;1;;;;;;;;;;;;;;;;;;;;;
deeper;1;;;;;;;;;;;;;;;;;;;;;
thank you for your service;0;;;;;;;;;;;;;;;;;;;;;
I need him;0;;;;;;;;;;;;;;;;;;;;;
my husband;0;;;;;;;;;;;;;;;;;;;;;
jaehyun mau takjil atau takjilatin;1;;;;;;;;;;;;;;;;;;;;;
ohhhhhh atee;0;;;;;;;;;;;;;;;;;;;;;
jaehyun flash us please;1;;;;;;;;;;;;;;;;;;;;;
raw raw raw.. Or whatever lady gaga said;1;;;;;;;;;;;;;;;;;;;;;
seven days a week please;0;;;;;;;;;;;;;;;;;;;;;
hubby;0;;;;;;;;;;;;;;;;;;;;;
flash us juseyo;1;;;;;;;;;;;;;;;;;;;;;
my maaaannn;0;;;;;;;;;;;;;;;;;;;;;
AND THE CROWD IS..taking off their clothes ?;1;;;;;;;;;;;;;;;;;;;;;
"""BREEED USSS!"" my eggs scream in unison";1;;;;;;;;;;;;;;;;;;;;;
My hands tired;1;;;;;;;;;;;;;;;;;;;;;
Slap it on my tounge;1;;;;;;;;;;;;;;;;;;;;;
hes already tied down to my queen bed;1;;;;;;;;;;;;;;;;;;;;;
I need this king on my queen bed rn rn rn rn rn asap asap asap;1;;;;;;;;;;;;;;;;;;;;;
Until the bed breaks.;1;;;;;;;;;;;;;;;;;;;;;
my legs just automaticlly go open for him.;1;;;;;;;;;;;;;;;;;;;;;
Creaming;1;;;;;;;;;;;;;;;;;;;;;
Im ovulating or whatever yeosang's username was;1;;;;;;;;;;;;;;;;;;;;;
Crying in between my legs;1;;;;;;;;;;;;;;;;;;;;;
NAHH THIS EDIT SHOULD BE ILLEGAL TO BE ON THE INTERNET;0;;;;;;;;;;;;;;;;;;;;;
I'm ovulating or whatever yeosang's ig @ is;1;;;;;;;;;;;;;;;;;;;;;
SOMETHING'S PURRING;1;;;;;;;;;;;;;;;;;;;;;
breathing heavy rn;0;;;;;;;;;;;;;;;;;;;;;
A MAN;0;;;;;;;;;;;;;;;;;;;;;
my legs are always open for this man;1;;;;;;;;;;;;;;;;;;;;;
raw juseyo;1;;;;;;;;;;;;;;;;;;;;;
raw. deep. passionate. loud.;1;;;;;;;;;;;;;;;;;;;;;
I miss my man;0;;;;;;;;;;;;;;;;;;;;;
someone get the mop;0;;;;;;;;;;;;;;;;;;;;;
MY FINGERS TIRED RIGHT NOW;1;;;;;;;;;;;;;;;;;;;;;
it's dripping;1;;;;;;;;;;;;;;;;;;;;;
itu apa? kok ganteng;0;;;;;;;;;;;;;;;;;;;;;
RAWWWW;1;;;;;;;;;;;;;;;;;;;;;
I don�t want to scroll;0;;;;;;;;;;;;;;;;;;;;;
I have something crazy to say;0;;;;;;;;;;;;;;;;;;;;;
yum;1;;;;;;;;;;;;;;;;;;;;;
I need it slow, fast, hard, soft, backward, forward, upside down, like ong nothing will get me off him;1;;;;;;;;;;;;;;;;;;;;;
untill my mouth recognizes each vein;1;;;;;;;;;;;;;;;;;;;;;
Come backkkkk;0;;;;;;;;;;;;;;;;;;;;;
my fucking god;0;;;;;;;;;;;;;;;;;;;;;
What a meal;1;;;;;;;;;;;;;;;;;;;;;
ahhhh why he is so fine but not mine;0;;;;;;;;;;;;;;;;;;;;;
cuma gd yang tau rasanya karina😁;1;;;;;;;;;;;;;;;;;;;;;
Karina body goals banget luu;0;;;;;;;;;;;;;;;;;;;;;
they ATEE😝;0;;;;;;;;;;;;;;;;;;;;;
gak mungkin gak dicicipi. ;1;;;;;;;;;;;;;;;;;;;;;
gd tau siapa yang lebih nikmat;1;;;;;;;;;;;;;;;;;;;;;
mau ketindihan mingyuuuu😭🙏😭😭;1;;;;;;;;;;;;;;;;;;;;;
info butuh kasur berbahan dasar mingyu dong😊;1;;;;;;;;;;;;;;;;;;;;;
takut banget keinjek mingyu;0;;;;;;;;;;;;;;;;;;;;;
literally make my hole weak, i -i ,ean whole weak;1;;;;;;;;;;;;;;;;;;;;;
aura jambaknya kuat banget;1;;;;;;;;;;;;;;;;;;;;;
until the paint and wallpaper is coming off the walls.. Just one chance 🙏;1;;;;;;;;;;;;;;;;;;;;;
The extra hip roll is...lord is testing me;0;;;;;;;;;;;;;;;;;;;;;
I think I am pregnant;1;;;;;;;;;;;;;;;;;;;;;
ON MY KNEES;0;;;;;;;;;;;;;;;;;;;;;
menggoda sekali MELEBIHI takjil😋😋;1;;;;;;;;;;;;;;;;;;;;;
i want to be that tie;1;;;;;;;;;;;;;;;;;;;;;
till the sheets fall off the bed;1;;;;;;;;;;;;;;;;;;;;;
Om, gesperin aku dong om;1;;;;;;;;;;;;;;;;;;;;;
aku rela dipukul oleh mu sayang😻😭;1;;;;;;;;;;;;;;;;;;;;;
aww pecut aku mas pecut akuu;1;;;;;;;;;;;;;;;;;;;;;
You can tell he likes rough tie me up sex;1;;;;;;;;;;;;;;;;;;;;;
ITS SO LONG;1;;;;;;;;;;;;;;;;;;;;;
terlalu panjang kayanya. jadi pas dipegang juga 🫣;1;;;;;;;;;;;;;;;;;;;;;
Why is it always 7 o'clock???😳;1;;;;;;;;;;;;;;;;;;;;;
Why is it semi hard?? 😭😭😭;1;;;;;;;;;;;;;;;;;;;;;
WHAT WAS THAT???;0;;;;;;;;;;;;;;;;;;;;;
the deck is very talkative ig🥰;1;;;;;;;;;;;;;;;;;;;;;
duh panjang gede pula;1;;;;;;;;;;;;;;;;;;;;;
big dick;1;;;;;;;;;;;;;;;;;;;;;
Konbrut 😳;1;;;;;;;;;;;;;;;;;;;;;
Imma stan cix now immediately;0;;;;;;;;;;;;;;;;;;;;;
guys kakinya ada 3 kah?;1;;;;;;;;;;;;;;;;;;;;;
big dick baiting;1;;;;;;;;;;;;;;;;;;;;;
MY BOYFRIEND;0;;;;;;;;;;;;;;;;;;;;;
Why his djck is always on the right side dawg?;1;;;;;;;;;;;;;;;;;;;;;
siri play bouncy by ateez please 🥺;1;;;;;;;;;;;;;;;;;;;;;
the deck is decking;1;;;;;;;;;;;;;;;;;;;;;
the deck is hard;1;;;;;;;;;;;;;;;;;;;;;
idol kpop pada gede semua ya kentinya;1;;;;;;;;;;;;;;;;;;;;;
kecil imut gemes 🥰;0;;;;;;;;;;;;;;;;;;;;;
lewat sendiri yaAllah😭;0;;;;;;;;;;;;;;;;;;;;;
astaga ni mata 😭;1;;;;;;;;;;;;;;;;;;;;;
komennya parahh;0;;;;;;;;;;;;;;;;;;;;;
sumpah kalian liat juga kan?;1;;;;;;;;;;;;;;;;;;;;;
Gapapa deh seuprit yang penting mingyu nya😭😭;1;;;;;;;;;;;;;;;;;;;;;
wind 🤝 grey sweatpants;0;;;;;;;;;;;;;;;;;;;;;
astaghfirullah mantap mas mingyu;1;;;;;;;;;;;;;;;;;;;;;
kecil banget sih, ini mah geli doang;1;;;;;;;;;;;;;;;;;;;;;
minta dipegangin 😭;1;;;;;;;;;;;;;;;;;;;;;
Small🥺;0;;;;;;;;;;;;;;;;;;;;;
sangat menggoda 😋;1;;;;;;;;;;;;;;;;;;;;;
dih belum hidup itu;0;;;;;;;;;;;;;;;;;;;;;
boing boing slow 🤤🤤🤤;1;;;;;;;;;;;;;;;;;;;;;
My fantasy girl🤤;1;;;;;;;;;;;;;;;;;;;;;
goddess 😻;0;;;;;;;;;;;;;;;;;;;;;
i'm man of culture but I don't like it when the stylist gives Karina dress like that. You guys know what I mean.;0;;;;;;;;;;;;;;;;;;;;;
please stop sexualizing karina;0;;;;;;;;;;;;;;;;;;;;;
please delete this;0;;;;;;;;;;;;;;;;;;;;;
sexual harassment;0;;;;;;;;;;;;;;;;;;;;;
karini tobrut ya;1;;;;;;;;;;;;;;;;;;;;;
alamak mana tahaaann 🥵🥵🥵;1;;;;;;;;;;;;;;;;;;;;;
diangkat kaki satu enaknya🤤;1;;;;;;;;;;;;;;;;;;;;;
san mau kopi apa tak kokopi?;1;;;;;;;;;;;;;;;;;;;;;
cape nyender di tembok, mau nyender dibahu choi san;0;;;;;;;;;;;;;;;;;;;;;
my type my type my type;0;;;;;;;;;;;;;;;;;;;;;
san mau mandi apa tak mandiin;1;;;;;;;;;;;;;;;;;;;;;
hot banget suami gue🔥;0;;;;;;;;;;;;;;;;;;;;;
INI MAH JALUR LANGIT JUGA MACETTT;0;;;;;;;;;;;;;;;;;;;;;
masih ga percaya sebesar itu punya eric 😭;1;;;;;;;;;;;;;;;;;;;;;
eric on top;0;;;;;;;;;;;;;;;;;;;;;
greypants/sweatpants never disappointed us;1;;;;;;;;;;;;;;;;;;;;;
just stop sexualizing them let them wear god damn sweatpants in peace;0;;;;;;;;;;;;;;;;;;;;;
Eric ke arah jam 5😭;0;;;;;;;;;;;;;;;;;;;;;
grey sweatpants never decline;1;;;;;;;;;;;;;;;;;;;;;
i saw something big 😁;1;;;;;;;;;;;;;;;;;;;;;
toxic k-popers;0;;;;;;;;;;;;;;;;;;;;;
ga kebayang kalo masuk ke ... gw;1;;;;;;;;;;;;;;;;;;;;;
Mingyu deck😭😭😭;1;;;;;;;;;;;;;;;;;;;;;
YALL DONT UNDERSTAND;0;;;;;;;;;;;;;;;;;;;;;
MINGYU, WHAT ABOUT MY MENTAL HEALTH??;0;;;;;;;;;;;;;;;;;;;;;
my jaw just dropped;0;;;;;;;;;;;;;;;;;;;;;
I CHOKED;0;;;;;;;;;;;;;;;;;;;;;
im not your strongest soldier sir!!!;0;;;;;;;;;;;;;;;;;;;;;
cara menikahi lee jun young 😭;0;;;;;;;;;;;;;;;;;;;;;
all we need is junyoung;0;;;;;;;;;;;;;;;;;;;;;
"""i can fix him"" no i want him that way";0;;;;;;;;;;;;;;;;;;;;;
raw and deep rn;1;;;;;;;;;;;;;;;;;;;;;
he's red flag but we are blind;0;;;;;;;;;;;;;;;;;;;;;
I'm obsessed;0;;;;;;;;;;;;;;;;;;;;;
Born to Ride or whatever lana said;1;;;;;;;;;;;;;;;;;;;;;
and i suddenly into boys with glasses 🥰;0;;;;;;;;;;;;;;;;;;;;;
my type I don't fear;0;;;;;;;;;;;;;;;;;;;;;
just one night;1;;;;;;;;;;;;;;;;;;;;;
he's the finest one;0;;;;;;;;;;;;;;;;;;;;;
his gf must be so lucky;0;;;;;;;;;;;;;;;;;;;;;
flash sale! all my chlothes are 100% off!;1;;;;;;;;;;;;;;;;;;;;;
"""dinner is ready !!"" i say as i lay on the table";1;;;;;;;;;;;;;;;;;;;;;
My ride is here;1;;;;;;;;;;;;;;;;;;;;;
all 10 fingers and it wasn't enough for him;1;;;;;;;;;;;;;;;;;;;;;
flash warning? I have epilepsy my legs are shaking and spreading;1;;;;;;;;;;;;;;;;;;;;;
The only one I want to be open-minded for;1;;;;;;;;;;;;;;;;;;;;;
SO HOTTTTTT 🥵🔥🔥🔥🔥🔥;0;;;;;;;;;;;;;;;;;;;;;
not on ovulation week..;1;;;;;;;;;;;;;;;;;;;;;
"""Are you coming?"" Yeah! On the screen! CATCH!";1;;;;;;;;;;;;;;;;;;;;;
just found out my screen is waterproof;1;;;;;;;;;;;;;;;;;;;;;
STOP THIS IS SO AMAZING;0;;;;;;;;;;;;;;;;;;;;;
TALENTED OMFGGG;0;;;;;;;;;;;;;;;;;;;;;
SH!TTT MENGGODA BANGET BJIRR;1;;;;;;;;;;;;;;;;;;;;;
FINE SHYTT;0;;;;;;;;;;;;;;;;;;;;;
my fyp knows im hungry(i just ate);1;;;;;;;;;;;;;;;;;;;;;
my legs are shaking and spreading. thanks!!;1;;;;;;;;;;;;;;;;;;;;;
bye guys my ride is here;1;;;;;;;;;;;;;;;;;;;;;
well would you look at that! my clothes fell off!;1;;;;;;;;;;;;;;;;;;;;;
DINNER TIMEEEE NOM NOM NOM;1;;;;;;;;;;;;;;;;;;;;;
felt a lil smth between my legs;1;;;;;;;;;;;;;;;;;;;;;
LICKING IT UP AND DOWN!!!;1;;;;;;;;;;;;;;;;;;;;;
hukum sahur makan cha woomin;1;;;;;;;;;;;;;;;;;;;;;
padahal mukanya imut kiyut;0;;;;;;;;;;;;;;;;;;;;;
villain tercakep ini maah;0;;;;;;;;;;;;;;;;;;;;;
who took my clothes;1;;;;;;;;;;;;;;;;;;;;;
(S)CREAMING;1;;;;;;;;;;;;;;;;;;;;;
bro got me on my knees;0;;;;;;;;;;;;;;;;;;;;;
"""something is off"" yeah my pants";1;;;;;;;;;;;;;;;;;;;;;
#ijustquirted;1;;;;;;;;;;;;;;;;;;;;;
i need him in dark romance so bad;0;;;;;;;;;;;;;;;;;;;;;
i want him exactly like that;0;;;;;;;;;;;;;;;;;;;;;
ga mungkin ga kerasa jir😭🥰;1;;;;;;;;;;;;;;;;;;;;;
why are they so casual abt it;0;;;;;;;;;;;;;;;;;;;;;
i want to be han..;0;;;;;;;;;;;;;;;;;;;;;
is this pay gorn !?;1;;;;;;;;;;;;;;;;;;;;;
han anjir expresi lu😭😭;0;;;;;;;;;;;;;;;;;;;;;
not felix sittin on my ride;1;;;;;;;;;;;;;;;;;;;;;
i hate my mind..;1;;;;;;;;;;;;;;;;;;;;;
WHAT DID I JUST HEARD;0;;;;;;;;;;;;;;;;;;;;;
wait where'd my pants go;1;;;;;;;;;;;;;;;;;;;;;
the moan..;1;;;;;;;;;;;;;;;;;;;;;
Bros hiding the damn mic in his pocket or what?!;1;;;;;;;;;;;;;;;;;;;;;
WHY IS HE BRICKED UP HELP;0;;;;;;;;;;;;;;;;;;;;;
That is WEAPON sir;1;;;;;;;;;;;;;;;;;;;;;
WHOS HORSE IS THAT;1;;;;;;;;;;;;;;;;;;;;;
THAT'S THE MIC RIGHT??;0;;;;;;;;;;;;;;;;;;;;;
WHY IS IT HORIZONTALLY???;0;;;;;;;;;;;;;;;;;;;;;
oh the muscles i was staring at something else 😝😊;1;;;;;;;;;;;;;;;;;;;;;
guys the pocket is making it look bigger 😭😭;0;;;;;;;;;;;;;;;;;;;;;
which muscle r we talking about;0;;;;;;;;;;;;;;;;;;;;;
why bick;1;;;;;;;;;;;;;;;;;;;;;
That my friend is a BIG meal.. 🫦💋🥵😻;1;;;;;;;;;;;;;;;;;;;;;
my boys bricked;1;;;;;;;;;;;;;;;;;;;;;
IT LOOKED AT ME FIRST;1;;;;;;;;;;;;;;;;;;;;;
Did someone order a foot long?;1;;;;;;;;;;;;;;;;;;;;;
peter the horse is here;1;;;;;;;;;;;;;;;;;;;;;
WHY IS IT SO LONG?!!!;1;;;;;;;;;;;;;;;;;;;;;
Release that beast..;1;;;;;;;;;;;;;;;;;;;;;
THATS A WHOLE THIRD LEG;1;;;;;;;;;;;;;;;;;;;;;
Oops the tip touch my eyes;1;;;;;;;;;;;;;;;;;;;;;
heeseung salah parkir wkwk;1;;;;;;;;;;;;;;;;;;;;;
"WHY DOES THE SUCH SAY ""HEESEUNG DECK PUH IN KIFFY"" IM DYING😭😭😭😭";1;;;;;;;;;;;;;;;;;;;;;
kejepit ya he😭;0;;;;;;;;;;;;;;;;;;;;;
You know what.. idols are human too imma just look away;0;;;;;;;;;;;;;;;;;;;;;
My search says *Heeseung fix his deck* ?!!!;1;;;;;;;;;;;;;;;;;;;;;
heeseung: aduh aduh nyelip;1;;;;;;;;;;;;;;;;;;;;;
junior lu gede bgtt jungkook😭😭;1;;;;;;;;;;;;;;;;;;;;;
why ke search Jungkook deck?;1;;;;;;;;;;;;;;;;;;;;;
people what are you looking at😭😭😭;0;;;;;;;;;;;;;;;;;;;;;
the first clip???? tears falling down my legs;1;;;;;;;;;;;;;;;;;;;;;
LAGI BANGUN KOOK;0;;;;;;;;;;;;;;;;;;;;;
awas aja kalo pendek;0;;;;;;;;;;;;;;;;;;;;;
kook lu sebenernya pake semvak ga sih🥺;1;;;;;;;;;;;;;;;;;;;;;
Oh my eyes. I can't control my eyes;1;;;;;;;;;;;;;;;;;;;;;
Seven times a week for jungkook😭;1;;;;;;;;;;;;;;;;;;;;;
Energy for a whole week;1;;;;;;;;;;;;;;;;;;;;;
My legs are shaking;1;;;;;;;;;;;;;;;;;;;;;
did ya'll see that;0;;;;;;;;;;;;;;;;;;;;;
ITS NOT FUNNY;0;;;;;;;;;;;;;;;;;;;;;
wah langsung dua garis biru ga sih;1;;;;;;;;;;;;;;;;;;;;;
karina uwowww bgt;1;;;;;;;;;;;;;;;;;;;;;
yeji sudah besar ya;1;;;;;;;;;;;;;;;;;;;;;
cantik banget;0;;;;;;;;;;;;;;;;;;;;;
icibos bergetar itu;1;;;;;;;;;;;;;;;;;;;;;
yeji gelombang tsunami jir;1;;;;;;;;;;;;;;;;;;;;;
yeji gue plis, kok tuing tuing 😭😭😭;1;;;;;;;;;;;;;;;;;;;;;
ada yang geter tapi bukan alarm;1;;;;;;;;;;;;;;;;;;;;;
semalem leway tzuyu sekarang nayeon;0;;;;;;;;;;;;;;;;;;;;;
choco chips 😳;1;;;;;;;;;;;;;;;;;;;;;
lagian ngapa kaga make bh sih?;1;;;;;;;;;;;;;;;;;;;;;
mantep mantep juga twice;0;;;;;;;;;;;;;;;;;;;;;
both blessed with boing boing;1;;;;;;;;;;;;;;;;;;;;;
besaran jihyo dikit, tp aku tetep milih momo;1;;;;;;;;;;;;;;;;;;;;;
kalau pilih yang kenceng ya Momo cuy liat aja di fancamnya yg agak terbuka jihyo lebih ke Besar;1;;;;;;;;;;;;;;;;;;;;;
Jihyo and momo calcium cannon;1;;;;;;;;;;;;;;;;;;;;;
japan punya barang;1;;;;;;;;;;;;;;;;;;;;;
member twice subur semua gaada yang kering;1;;;;;;;;;;;;;;;;;;;;;
jihyo penyanyi korea tercantik dan termantap bodynya;1;;;;;;;;;;;;;;;;;;;;;
besar jihyo n momo;1;;;;;;;;;;;;;;;;;;;;;
duo tobrut;1;;;;;;;;;;;;;;;;;;;;;
salah satu tobrut ga sih guys karena ga semua idol kpop segitu;1;;;;;;;;;;;;;;;;;;;;;
tuing tuing;1;;;;;;;;;;;;;;;;;;;;;
PLEASE RESPECT HER;0;;;;;;;;;;;;;;;;;;;;;
emng boleh se tobrut itu;1;;;;;;;;;;;;;;;;;;;;;
milk karina;1;;;;;;;;;;;;;;;;;;;;;
big and fresh;1;;;;;;;;;;;;;;;;;;;;;
Jihyo boing boing;1;;;;;;;;;;;;;;;;;;;;;
the milk definitely immaculate;1;;;;;;;;;;;;;;;;;;;;;
nice boing boing boing;1;;;;;;;;;;;;;;;;;;;;;
Congrats to whoever shes riding;1;;;;;;;;;;;;;;;;;;;;;
As a guy she is for the girls🙏;0;;;;;;;;;;;;;;;;;;;;;
bouncing on what;1;;;;;;;;;;;;;;;;;;;;;
Luckiest guy 😔;0;;;;;;;;;;;;;;;;;;;;;
Congrats to whoever is riding this daily;1;;;;;;;;;;;;;;;;;;;;;
no idea who this is but DAMN this is my type of;0;;;;;;;;;;;;;;;;;;;;;
I love aespa;0;;;;;;;;;;;;;;;;;;;;;
these comments are so disgusting;0;;;;;;;;;;;;;;;;;;;;;
she'll be bouncing on top of me;1;;;;;;;;;;;;;;;;;;;;;
She's straight so she's doing the bouncing;1;;;;;;;;;;;;;;;;;;;;;
"Jeno with his 6.5"" 🙄I want sit on him so bad 🥵";1;;;;;;;;;;;;;;;;;;;;;
I NEED THAT INSIDE MY THROAT, MY KITTY CAT, AND MY R3CTUM;1;;;;;;;;;;;;;;;;;;;;;
respect please;0;;;;;;;;;;;;;;;;;;;;;
karina breastfeed me;1;;;;;;;;;;;;;;;;;;;;;
karina sama jihyo twice tuh body goald bgtttt taukkk🥰🥰🥰;0;;;;;;;;;;;;;;;;;;;;;
just thingking how she is feeling 🙂💔;0;;;;;;;;;;;;;;;;;;;;;
had my jaw dropped fr;0;;;;;;;;;;;;;;;;;;;;;
karina eunbi jihyo beeeh mau body gini juga dong 😭;0;;;;;;;;;;;;;;;;;;;;;
every move she does it shakes😳;1;;;;;;;;;;;;;;;;;;;;;
the detail on her dance 😭🌷;0;;;;;;;;;;;;;;;;;;;;;
The comments?? I feel so bad for karina 😭;0;;;;;;;;;;;;;;;;;;;;;
kulitnya karina putih banget😳;0;;;;;;;;;;;;;;;;;;;;;
